AlGaN,xbarrier,lsg,lg,lgd,Recess,Vth,ss,ss_at,i_on,i_off
0.01,0.10,1.50,2.00,7.00, 1.00,-0.7491961110025896,97.3138652435243,-0.71108688,0.027709969948025263,4.561802091713044e-13
0.01,0.10,1.50,2.00,7.00, 10.00,1.261555999706981,108.20980938898019,1.3321524,0.006771909922126484,3.4691831105263157e-12
0.01,0.10,1.50,2.00,7.00, 3.00,-0.3441225408535627,95.22348649187477,-0.56509902,0.027514580999972435,1.3316624246141051e-11
0.01,0.10,1.50,2.00,7.00, 5.00,0.15361939860345236,101.35492800438894,0.0,0.02713276610226358,5.512025389473684e-12
0.01,0.10,1.50,2.00,7.00, 8.00,0.9414860131787841,113.88255848554863,1.1103775,0.02484379436822287,2.555503243070713e-12
0.01,0.15,0.75,1.50,10.00, 1.00,-1.9783284362722797,91.7031570382871,-1.9,0.05106169667368421,2.0501219894736837e-12
0.01,0.15,0.75,1.50,10.00, 10.00,1.106732010563582,110.39550097698346,1.2056843000000002,0.038588564004945765,-6.012618952399087e-12
0.01,0.15,0.75,1.50,10.00, 3.00,-1.4671107716712934,92.3446547683464,-1.425,0.05088842911698821,6.644351815436789e-12
0.01,0.15,0.75,1.50,10.00, 5.00,-0.8802591712791691,93.16576858495924,-0.95,0.05059044420526325,2.9763053263157887e-12
0.01,0.15,0.75,1.50,10.00, 8.00,0.3881519248594353,106.8697426156842,0.10150364,0.04909611500318737,6.600172448922779e-12
0.01,0.15,0.75,1.50,4.00, 1.00,-2.024785730989034,88.70302555422337,-1.9486875,0.08723828690526315,8.521961050739208e-12
0.01,0.15,0.75,1.50,4.00, 10.00,1.1089058563375747,103.37367137786822,0.92122414,0.05477355010823441,3.949995190807939e-12
0.01,0.15,0.75,1.50,4.00, 3.00,-1.5173162411155947,92.30453617258716,-1.6625,0.08676261531933474,3.841353150696829e-12
0.01,0.15,0.75,1.50,4.00, 5.00,-0.9363248237176328,95.33039878153595,-0.9986875,0.08585254153884253,7.28033670403538e-12
0.01,0.15,0.75,1.50,4.00, 8.00,0.36164323689727873,105.19439392713606,0.19582536,0.08154597843149629,-2.0472027914148423e-13
0.01,0.15,0.75,1.50,7.00, 1.00,-1.9954656152611794,92.52723181920771,-1.9,0.06441891096205474,4.35205460526316e-12
0.01,0.15,0.75,1.50,7.00, 10.00,1.107308436620975,110.94794649889924,1.1915228999999998,0.04538072148759418,2.133573484210529e-12
0.01,0.15,0.75,1.50,7.00, 3.00,-1.4860364069697947,92.78541157998349,-1.425,0.06415809004418863,4.737865621052629e-12
0.01,0.15,0.75,1.50,7.00, 5.00,-0.9008501678308529,93.80214878147301,-0.95,0.06368027960206088,1.4678611421052622e-12
0.01,0.15,0.75,1.50,7.00, 8.00,0.36801556532674207,109.09938337896048,0.25463375,0.061307421743489104,6.681072724551324e-12
0.01,0.15,0.75,1.80,10.00, 1.00,-1.9661212029809192,88.9020502739384,-1.9472744,0.0504702985885019,1.8632127291520707e-13
0.01,0.15,0.75,1.80,10.00, 10.00,1.1183889658654347,109.7231966502209,1.2727016000000002,0.0364992973932418,2.905056758525383e-12
0.01,0.15,0.75,1.80,10.00, 3.00,-1.4544017094768253,91.73855496507792,-1.425,0.05027745482632,1.0283975932894724e-12
0.01,0.15,0.75,1.80,10.00, 5.00,-0.8699483930306308,94.60965557169517,-0.95514829,0.049917702500380766,-1.6502172445120008e-12
0.01,0.15,0.75,1.80,10.00, 8.00,0.391230740074823,107.06451256328334,0.19068671,0.048175965678009955,3.6527650490424e-12
0.01,0.15,0.75,1.80,4.00, 1.00,-2.0124312318502673,86.21328982866015,-2.0482888999999997,0.08551379475169348,9.947909796602707e-12
0.01,0.15,0.75,1.80,4.00, 10.00,1.1544036987718178,83.51821174091455,1.3874983,0.050501097004371186,-2.257255500000001e-12
0.01,0.15,0.75,1.80,4.00, 3.00,-1.5041627669995796,93.17412076993512,-1.425,0.0849594474909205,6.660214652631584e-12
0.01,0.15,0.75,1.80,4.00, 5.00,-0.9226556041855705,94.12365410399221,-0.95,0.08393560560473849,9.92525342105263e-12
0.01,0.15,0.75,1.80,4.00, 8.00,0.387101784529838,107.01002263525666,0.18912573,0.07900918684644063,1.4282454720385354e-12
0.01,0.15,0.75,1.80,7.00, 1.00,-1.9827073353596008,85.20690366729681,-2.1375,0.0634641519266219,2.482089757894739e-12
0.01,0.15,0.75,1.80,7.00, 10.00,1.118743650454661,109.98823251908652,1.2804188,0.04246962144258186,4.683973044528343e-12
0.01,0.15,0.75,1.80,7.00, 3.00,-1.4745099748092307,90.31297398010459,-1.4486371999999998,0.06317765392506526,1.3336858327590827e-12
0.01,0.15,0.75,1.80,7.00, 5.00,-0.8895575816882679,79.90714980017705,-0.9986875,0.06260561616706231,-1.9619079228428528e-13
0.01,0.15,0.75,1.80,7.00, 8.00,0.3848337344353923,106.29866661507228,0.24187471,0.0598650885264,-1.0504318107902175e-13
0.01,0.15,0.75,2.00,10.00, 1.00,-2.0060543740083436,85.73788741217143,-2.0482888999999997,0.08440508772387369,7.733940620020716e-12
0.01,0.15,0.75,2.00,10.00, 10.00,1.162900169210076,81.57706079603687,1.3872719,0.048053133364372155,-1.3411249669854389e-12
0.01,0.15,0.75,2.00,10.00, 3.00,-1.4949457549032417,90.01163454000563,-1.4736875,0.08379671529265263,4.026310752267836e-12
0.01,0.15,0.75,2.00,10.00, 5.00,-0.9097230742466054,93.51389430642553,-0.95,0.08267629652323476,-4.2499798407985813e-13
0.01,0.15,0.75,2.00,10.00, 8.00,0.3946643776589499,107.56873841478027,0.15955393,0.07740248260909394,2.7362911634429755e-12
0.01,0.15,0.75,2.00,4.00, 1.00,-2.0060543740083436,85.73788741217143,-2.0482888999999997,0.08440508772387369,7.733940620020716e-12
0.01,0.15,0.75,2.00,4.00, 10.00,1.162900169210076,81.57706079603687,1.3872719,0.048053133364372155,-1.3411249669854389e-12
0.01,0.15,0.75,2.00,4.00, 3.00,-1.4949457549032417,90.01163454000563,-1.4736875,0.08379671529265263,4.026310752267836e-12
0.01,0.15,0.75,2.00,4.00, 5.00,-0.9097230742466054,93.51389430642553,-0.95,0.08267629652323476,-4.2499798407985813e-13
0.01,0.15,0.75,2.00,4.00, 8.00,0.3946643776589499,107.56873841478027,0.15955393,0.07740248260909394,2.7362911634429755e-12
0.01,0.15,0.75,2.00,7.00, 1.00,-1.9758516567834419,91.21248897341651,-1.9,0.06287048438947368,1.0396108568947372e-11
0.01,0.15,0.75,2.00,7.00, 10.00,1.1288678729464576,109.45616113428939,1.2008412,0.0407360194360636,2.711412526315789e-12
0.01,0.15,0.75,2.00,7.00, 3.00,-1.466775006788458,91.7120963209698,-1.425,0.06253125772378305,7.344416768421051e-12
0.01,0.15,0.75,2.00,7.00, 5.00,-0.8829618918414264,93.95431683505727,-0.87923094,0.06190654960449221,2.2146587295727973e-12
0.01,0.15,0.75,2.00,7.00, 8.00,0.40924506282647327,108.27209857636608,0.33592124,0.05895859967949558,3.750745981207417e-12
0.01,0.15,1.00,1.50,10.00, 1.00,-1.9838601454111457,90.01470338493128,-2.1375,0.050198794468732634,6.9932653717985504e-12
0.01,0.15,1.00,1.50,10.00, 10.00,1.1058557816937677,112.75303692343938,1.1545999,0.03806455460721985,7.572597407894737e-12
0.01,0.15,1.00,1.50,10.00, 3.00,-1.4740924623130505,92.29027796392592,-1.3775784,0.050044003374396635,2.053485902732039e-12
0.01,0.15,1.00,1.50,10.00, 5.00,-0.8857951275896055,94.84023610387821,-0.95,0.04974522674518905,-2.322781950043165e-12
0.01,0.15,1.00,1.50,10.00, 8.00,0.3746316644024371,102.22052591612771,0.032102708,0.048293066103444214,8.278818756402523e-12
0.01,0.15,1.00,1.50,4.00, 1.00,-2.0312884057134286,88.15022539545903,-2.0469218999999996,0.08472017525465853,2.135496126501436e-12
0.01,0.15,1.00,1.50,4.00, 10.00,1.141261820081728,83.77931644516005,1.3855018,0.053705992548652694,5.091178291429384e-12
0.01,0.15,1.00,1.50,4.00, 3.00,-1.5282824862808901,89.46263992601631,-1.6625,0.08431138954699012,1.0186639502207955e-12
0.01,0.15,1.00,1.50,4.00, 5.00,-0.9470646712117959,89.77489327247338,-1.1160244,0.08344653613477268,4.473193746538949e-12
0.01,0.15,1.00,1.50,4.00, 8.00,0.3718149444100836,109.37133073819935,0.32028547,0.07934803720433642,5.946889987315789e-12
0.01,0.15,1.00,1.50,7.00, 1.00,-2.002706120476217,90.1989945036865,-1.9472744,0.0630560968631579,6.400371146043268e-12
0.01,0.15,1.00,1.50,7.00, 10.00,1.1065113120548316,112.84798377528561,1.1508163999999999,0.04466324147204379,-4.854804259210527e-12
0.01,0.15,1.00,1.50,7.00, 3.00,-1.4939773910385963,91.51001774022038,-1.4722743999999999,0.06280150494211705,5.317917321749206e-12
0.01,0.15,1.00,1.50,7.00, 5.00,-0.9092644553503871,91.8598555495358,-0.99727438,0.062334427028951575,-2.8236387416679167e-12
0.01,0.15,1.00,1.50,7.00, 8.00,0.3659853571194055,109.02145090469311,0.29068489,0.06005792034536208,1.1543448989473681e-11
0.01,0.15,1.00,1.80,10.00, 1.00,-1.9717126039994397,88.98538500133401,-1.9472744,0.049632442557894736,5.299003434162321e-12
0.01,0.15,1.00,1.80,10.00, 10.00,1.1408029687254533,94.68231552003701,1.4401481000000003,0.03601405524333137,1.066584406578947e-11
0.01,0.15,1.00,1.80,10.00, 3.00,-1.460526328557951,91.71223158915613,-1.425,0.0494432691452,3.4106716907894653e-13
0.01,0.15,1.00,1.80,10.00, 5.00,-0.8734418259340813,93.83310506693338,-0.95,0.049100425869357325,-1.748287627998292e-12
0.01,0.15,1.00,1.80,10.00, 8.00,0.40130326628870633,106.06773129089402,0.12392709,0.04741069958947621,5.6335154964818525e-12
0.01,0.15,1.00,1.80,4.00, 1.00,-2.0176423333280353,86.33925369385915,-2.2320488,0.08311752500078311,7.533112857075258e-12
0.01,0.15,1.00,1.80,4.00, 10.00,1.1536333068048976,83.88627138905841,1.4053832,0.04961903157956086,5.398517588398034e-12
0.01,0.15,1.00,1.80,4.00, 3.00,-1.5162908628630953,89.4929078258011,-1.5459409,0.08259468283693815,1.1225765165913027e-11
0.01,0.15,1.00,1.80,4.00, 5.00,-0.928361252400024,93.2463220096262,-1.06875,0.08161015319599578,4.4497452736104075e-12
0.01,0.15,1.00,1.80,4.00, 8.00,0.3850197845737556,109.62107509005808,0.34803056,0.07693463876553444,1.6778021675511639e-12
0.01,0.15,1.00,1.80,7.00, 1.00,-1.9890183943397217,92.01858341711721,-1.9,0.06215019765927074,4.265149323475197e-12
0.01,0.15,1.00,1.80,7.00, 10.00,1.1203721918656235,109.09097065511466,1.2349431,0.041821736368714106,-1.2382177631577413e-14
0.01,0.15,1.00,1.80,7.00, 3.00,-1.4804457743213528,92.33519072296887,-1.425,0.0618587865795931,8.924965248684198e-13
0.01,0.15,1.00,1.80,7.00, 5.00,-0.895669878203083,93.48579016780249,-0.95,0.06130317328562281,1.5622061868421045e-12
0.01,0.15,1.00,1.80,7.00, 8.00,0.3873939313057916,99.88287785967916,0.0065434885,0.05867832384655158,1.0944066176423984e-11
0.01,0.15,1.00,2.00,10.00, 1.00,-1.9641323598749636,90.61532956840578,-1.9,0.04925605597894737,6.745987763157899e-12
0.01,0.15,1.00,2.00,10.00, 10.00,1.1260698601061276,109.51317148511258,1.2767537,0.03477224017598316,6.702658947368418e-12
0.01,0.15,1.00,2.00,10.00, 3.00,-1.4543541338512997,89.47740848568061,-1.6625,0.049047175651976006,4.161189368421051e-12
0.01,0.15,1.00,2.00,10.00, 5.00,-0.8677087970608001,93.1706860885933,-0.95,0.048671849950604855,3.5666742657894754e-12
0.01,0.15,1.00,2.00,10.00, 8.00,0.4021222262347955,106.1981239702376,0.17804694,0.046829824736832004,5.1305323368421055e-12
0.01,0.15,1.00,2.00,4.00, 1.00,-2.011826089980068,87.69566461618587,-1.9486875,0.08206571432008422,5.212865228533894e-12
0.01,0.15,1.00,2.00,4.00, 10.00,1.142422755287295,100.40954553572246,1.422652,0.04721527719403118,6.103331215789473e-12
0.01,0.15,1.00,2.00,4.00, 3.00,-1.5050319975949533,88.9422678918272,-1.6625,0.08149761803759158,2.346766056578946e-12
0.01,0.15,1.00,2.00,4.00, 5.00,-0.9229968030452281,94.05013467382282,-0.95,0.08042401425148335,3.5383101684210507e-12
0.01,0.15,1.00,2.00,4.00, 8.00,0.38645454228710246,108.07926714430306,0.12834543,0.07542430507093305,1.5841852458654436e-12
0.01,0.15,1.00,2.00,7.00, 1.00,-1.9819157720862914,91.49135520421083,-1.9,0.061568875186906104,-5.096596842763158e-12
0.01,0.15,1.00,2.00,7.00, 10.00,1.132183758941308,109.32735880164807,1.3825809,0.04014351262836889,6.513430289473688e-13
0.01,0.15,1.00,2.00,7.00, 3.00,-1.474631063217674,89.70599485832744,-1.4736875,0.06124750405158779,2.136503563790814e-12
0.01,0.15,1.00,2.00,7.00, 5.00,-0.8897032026066866,93.59286644720348,-0.95,0.06065028066423453,3.6172068421052615e-13
0.01,0.15,1.00,2.00,7.00, 8.00,0.39714262331010053,107.75992713573451,0.31014945,0.05780911223719242,9.03793662105263e-12
0.01,0.15,1.25,1.50,10.00, 1.00,-1.9895843943896652,88.3405496193894,-1.9486875,0.04937044268143579,7.705440696321348e-12
0.01,0.15,1.25,1.50,10.00, 10.00,1.1054749654563611,109.94635227045572,1.243023,0.03756067531523333,-3.0502569342105247e-12
0.01,0.15,1.25,1.50,10.00, 3.00,-1.4790189083597074,92.65054724621702,-1.425,0.049211927752127155,8.486177344736843e-12
0.01,0.15,1.25,1.50,10.00, 5.00,-0.8930283555205191,97.38132831231037,-0.99727438,0.048935799384111446,7.501437939769254e-12
0.01,0.15,1.25,1.50,10.00, 8.00,0.3657488276308787,104.12647305191325,0.006804010500000001,0.04752707028170858,1.6252437443541686e-11
0.01,0.15,1.25,1.50,4.00, 1.00,-2.041303121960155,83.85288879894671,-2.1718265,0.08238689913779579,2.686282373774798e-12
0.01,0.15,1.25,1.50,4.00, 10.00,1.1437201737360743,83.81252785387619,1.3880556999999998,0.052698875458672044,6.319426707274609e-12
0.01,0.15,1.25,1.50,4.00, 3.00,-1.5334718443567683,94.9489584531112,-1.6625,0.0819695748502276,2.9550844129845866e-12
0.01,0.15,1.25,1.50,4.00, 5.00,-0.952387531541928,93.76099896783536,-0.99727438,0.08115889541073684,1.638333303608397e-11
0.01,0.15,1.25,1.50,4.00, 8.00,0.3531105383882106,89.49355945920126,0.0,0.07727314009052227,3.7534092754752826e-12
0.01,0.15,1.25,1.50,7.00, 1.00,-2.0081661102476756,86.39238112075193,-2.1375,0.06174296417347032,2.5277444565789455e-12
0.01,0.15,1.25,1.50,7.00, 10.00,1.1422910610506611,83.95242427575148,1.3936313999999999,0.04393827967739284,-1.310982952937515e-13
0.01,0.15,1.25,1.50,7.00, 3.00,-1.4987512114159054,93.3004051590319,-1.425,0.06150146052866653,1.0166538589473685e-11
0.01,0.15,1.25,1.50,7.00, 5.00,-0.9173324562798326,94.25780159910629,-0.95,0.061061310834671735,1.419931147368422e-12
0.01,0.15,1.25,1.50,7.00, 8.00,0.3657369307450008,108.06083590933278,0.29956777,0.058867027642688204,8.832712783335035e-12
0.01,0.15,1.25,1.80,10.00, 1.00,-1.9768173689378152,91.42864266764282,-1.9,0.048812609109470315,-1.672406950000002e-12
0.01,0.15,1.25,1.80,10.00, 10.00,1.124481048729947,106.5930474792004,0.9085056999999999,0.03556267311667637,5.02333652631579e-12
0.01,0.15,1.25,1.80,10.00, 3.00,-1.4664393846221324,91.95643137110454,-1.425,0.04862960348342273,3.446645510526314e-12
0.01,0.15,1.25,1.80,10.00, 5.00,-0.8813753743966948,92.7679379741794,-0.9986875,0.04829356227317221,1.1342510300684789e-11
0.01,0.15,1.25,1.80,10.00, 8.00,0.3866918341314378,90.03711495932117,0.10700721,0.04666152571460505,4.4713193590426e-12
0.01,0.15,1.25,1.80,4.00, 1.00,-2.0256576552174836,89.07030671045149,-2.1375,0.08086019889473683,5.6182664421052655e-12
0.01,0.15,1.25,1.80,4.00, 10.00,1.1219531790473154,110.95253906811931,1.1764028999999998,0.04874990908355651,-4.776061669473686e-12
0.01,0.15,1.25,1.80,4.00, 3.00,-1.520261745151497,89.74865938610185,-1.6625,0.0803603315546,8.030176342105263e-12
0.01,0.15,1.25,1.80,4.00, 5.00,-0.9394944630265839,93.58586846024266,-0.95,0.07945647587368421,9.400593263157892e-12
0.01,0.15,1.25,1.80,4.00, 8.00,0.37841941066905405,107.614536676955,0.23835507,0.07498612052137223,4.974934457244633e-12
0.01,0.15,1.25,1.80,7.00, 1.00,-1.99518973835672,87.98178097475032,-2.0036843,0.06087753227376463,2.594013491341071e-12
0.01,0.15,1.25,1.80,7.00, 10.00,1.12250045651747,109.58638559483866,1.336843,0.04120673016168268,3.5056556767067803e-12
0.01,0.15,1.25,1.80,7.00, 3.00,-1.4841822515376473,81.67435048160738,-1.7097744,0.06059146561645769,5.539769450272167e-12
0.01,0.15,1.25,1.80,7.00, 5.00,-0.9052792362256485,93.61554173246222,-0.92242422,0.060079559574577064,2.5984269931457542e-12
0.01,0.15,1.25,1.80,7.00, 8.00,0.38979883643791646,108.0233107697344,0.26641038,0.057539818746724425,6.308550910413941e-12
0.01,0.15,1.25,2.00,10.00, 1.00,-1.970069799862676,88.6100813047889,-1.9472744,0.04845482490526316,7.8288422518528e-12
0.01,0.15,1.25,2.00,10.00, 10.00,1.125961647025258,113.97916780413956,1.1065388,0.03434680512022264,4.2356645315789474e-12
0.01,0.15,1.25,2.00,10.00, 3.00,-1.4595214007788588,91.60248547928622,-1.425,0.04825440615450442,8.639804184210528e-12
0.01,0.15,1.25,2.00,10.00, 5.00,-0.874907040621301,90.91904652098896,-1.0456722,0.047887980109275384,-7.952444327373876e-13
0.01,0.15,1.25,2.00,10.00, 8.00,0.39463410522804776,108.15279897948284,0.32035538,0.04610541079781052,-4.238067597368424e-12
0.01,0.15,1.25,2.00,4.00, 1.00,-2.0193802575650084,90.41985191833103,-1.9472744,0.07985080707647706,-3.5990630378751825e-12
0.01,0.15,1.25,2.00,4.00, 10.00,1.130872570017011,108.2553790382159,1.3085875,0.046427842504210316,-4.533678977724419e-13
0.01,0.15,1.25,2.00,4.00, 3.00,-1.5111849667484738,88.67012554132856,-1.6625,0.0793206713298,-3.050280108140637e-12
0.01,0.15,1.25,2.00,4.00, 5.00,-0.9281196850523203,94.0590660698594,-0.95,0.07831299525833685,8.25967797495748e-12
0.01,0.15,1.25,2.00,4.00, 8.00,0.39352784682906483,109.09447647981413,0.38292278,0.07355588838189583,7.895137087116808e-12
0.01,0.15,1.25,2.00,7.00, 1.00,-1.9880701387779607,90.36989152261796,-2.1375,0.060318136178947365,2.9303249131578945e-12
0.01,0.15,1.25,2.00,7.00, 10.00,1.1277806538257176,108.82958341404532,0.89133608,0.03957174968174574,1.2083359894736837e-11
0.01,0.15,1.25,2.00,7.00, 3.00,-1.4802019332784802,87.78135643009594,-1.6625,0.06000409373642821,5.933431373684209e-12
0.01,0.15,1.25,2.00,7.00, 5.00,-0.8969036862463717,94.0554542655761,-0.95,0.059419371951074905,5.4022995105263174e-12
0.01,0.15,1.25,2.00,7.00, 8.00,0.40287149555737845,107.63829931671143,0.23961300000000002,0.056682582492473245,-6.907766348019325e-12
0.01,0.15,1.50,1.50,10.00, 1.00,-1.9969131579740869,86.72526444975715,-2.0723425,0.0485582152,-7.2659094239427785e-12
0.01,0.15,1.50,1.50,10.00, 10.00,1.105763642347504,110.00350248448302,1.2279309999999999,0.03705722327807274,2.397823563157895e-12
0.01,0.15,1.50,1.50,10.00, 3.00,-1.4848477164545077,92.90380716496782,-1.425,0.048403558842454314,-1.2143263756578942e-12
0.01,0.15,1.50,1.50,10.00, 5.00,-0.9003689104789989,83.62160779336095,-1.0456722,0.048127170450777274,4.048951583395319e-12
0.01,0.15,1.50,1.50,10.00, 8.00,0.36498503904802315,107.06356701914196,0.11272562,0.04677348146315789,8.745593184210526e-12
0.01,0.15,1.50,1.50,4.00, 1.00,-2.0484740612772554,87.7750827841861,-2.0918547,0.08015228787368421,2.3359153259884014e-12
0.01,0.15,1.50,1.50,4.00, 10.00,1.138461620008965,84.19641335131487,1.3763273999999999,0.05171892507390818,9.663454736842104e-12
0.01,0.15,1.50,1.50,4.00, 3.00,-1.5417772154696243,88.67339283421407,-1.6625,0.07975440645278316,6.239004415789474e-12
0.01,0.15,1.50,1.50,4.00, 5.00,-0.9625027604852568,92.40961063927314,-0.9986875,0.07896990333264421,4.6666451933908275e-12
0.01,0.15,1.50,1.50,4.00, 8.00,0.3564763841174428,108.19725989922557,0.081684191,0.07527697266034424,1.0282580553583928e-12
0.01,0.15,1.50,1.50,7.00, 1.00,-2.0141672782158775,90.8345393518401,-2.1375,0.060481662526315795,-4.245165969292766e-12
0.01,0.15,1.50,1.50,7.00, 10.00,1.1074932229473673,109.92489370680663,1.2988515,0.04326812247019775,5.604918405204534e-12
0.01,0.15,1.50,1.50,7.00, 3.00,-1.5066913913245816,87.69258844293368,-1.6625,0.06025197314652463,3.863857973684211e-12
0.01,0.15,1.50,1.50,7.00, 5.00,-0.92675324196518,94.51241469178701,-0.93246013,0.05981096566210101,3.6482184141025456e-12
0.01,0.15,1.50,1.50,7.00, 8.00,0.3686922866633691,110.3906841474477,0.17811273,0.05769779763228463,6.797173836595532e-12
0.01,0.15,1.50,1.80,10.00, 1.00,-1.9836635049671036,87.62180832131982,-2.0048078,0.048023647621052636,7.694053820174333e-12
0.01,0.15,1.50,1.80,10.00, 10.00,1.1205946581753277,110.50202522629544,1.1866438,0.03510004234771037,7.805348947368417e-12
0.01,0.15,1.50,1.80,10.00, 3.00,-1.4718530218631458,92.12158396662265,-1.425,0.047847600027106835,2.9719626657894724e-12
0.01,0.15,1.50,1.80,10.00, 5.00,-0.8861778845926706,92.62422274153994,-0.95,0.047516817700050826,9.39211255263158e-12
0.01,0.15,1.50,1.80,10.00, 8.00,0.3964628511956383,105.38843762679159,0.25418145,0.04593510410995738,5.717335548168076e-12
0.01,0.15,1.50,1.80,4.00, 1.00,-2.0325027665443707,85.12104575954895,-2.1375,0.07869511143157895,8.656107470000842e-12
0.01,0.15,1.50,1.80,4.00, 10.00,1.1574250655895277,83.33486540360981,1.4016237,0.04788585217854779,9.517512624320066e-13
0.01,0.15,1.50,1.80,4.00, 3.00,-1.5275867810503219,93.04650210852414,-1.6625,0.07822139341631158,4.353309833693307e-12
0.01,0.15,1.50,1.80,4.00, 5.00,-0.9496791789850957,84.09406165934787,-1.1739291,0.0773594702885339,4.71631852870038e-12
0.01,0.15,1.50,1.80,4.00, 8.00,0.3683765258486666,105.26598788472525,0.091648038,0.07311775984689516,3.857212190707196e-12
0.01,0.15,1.50,1.80,7.00, 1.00,-2.001006510987488,89.2950294881735,-2.1375,0.05964977332631579,1.8004740342105247e-12
0.01,0.15,1.50,1.80,7.00, 10.00,1.1556442561896754,82.95984262781619,1.3990245000000001,0.04060499962030847,2.3566357381578936e-12
0.01,0.15,1.50,1.80,7.00, 3.00,-1.4937421398572148,92.85045781358406,-1.425,0.05937057063441684,8.980662977337419e-13
0.01,0.15,1.50,1.80,7.00, 5.00,-0.9107201718525525,93.3976618355101,-0.99727438,0.05886317256960926,1.072323529984878e-11
0.01,0.15,1.50,1.80,7.00, 8.00,0.3875066182336304,109.90169546452455,0.45718671,0.0564337091679488,4.088581023561415e-12
0.01,0.15,1.50,2.00,10.00, 1.00,-1.9744761194350489,88.49993839138307,-2.0492643,0.047662940736378105,5.390293574902646e-12
0.01,0.15,1.50,2.00,10.00, 10.00,1.1281221212679835,109.03125957337532,1.2188815,0.03392307273837346,1.2140718704811791e-11
0.01,0.15,1.50,2.00,10.00, 3.00,-1.4592566465885564,91.56742075330897,-1.425,0.04747168586934588,1.264743868798444e-12
0.01,0.15,1.50,2.00,10.00, 5.00,-0.8764395108273892,94.84455847209681,-0.79551219,0.04711517167885474,2.6105912645178994e-12
0.01,0.15,1.50,2.00,10.00, 8.00,0.3919195201118207,108.36044286668988,0.28480712,0.04538856438812284,7.653618162127203e-12
0.01,0.15,1.50,2.00,4.00, 1.00,-1.9836635049671036,87.62180832131982,-2.0048078,0.048023647621052636,7.694053820174333e-12
